,input,output
623,"Given the question ""Why some people sent their children to private schools?"" and the answer ""Because they have enough money."", write a conversation that might have happened.
","
M: You know that in China all the children should go to school and must finish the primary and junior school. It's the law.

W: Yes, I know this quite well. But still there are some children who can't go to school because of their poverty.

M: Yes, it's a matter of money. You see, education here is not completely free for the students. If it were so it would cost the government too much money.

W: Do all parents send their children to state schools?

M: Yes, nearly all of them. If you are rich, you may prefer to send your children to private schools, but it takes a lot of money."
624,"Given the question ""How old is the man?"" and the answer ""He is thirty years old."", write a conversation that might have happened.
","
F: Have you lived here before you went to work?

M: Yes, I have lived here since I was born. I have lived here for thirty years."
625,"Given the question ""How did Jim get hue?"" and the answer ""He was kicked by a boy."", write a conversation that might have happened.
","
W: Did you get the injury playing football, Jim?

M: Yes. One of the boys kicked my foot instead of the ball.

W: The best thing for you to do is to rest your leg for 48 hours.

M: When can I go back to school?

W: You can go back in 4 days, but you'll need to avoid sports for a month."
626,"Given the question ""When can Jim play sports again?"" and the answer ""In a month."", write a conversation that might have happened.
","
W: Did you get the injury playing football, Jim?

M: Yes. One of the boys kicked my foot instead of the ball.

W: The best thing for you to do is to rest your leg for 48 hours.

M: When can I go back to school?

W: You can go back in 4 days, but you'll need to avoid sports for a month."
627,"Given the question ""What is the woman going to do first?"" and the answer ""Fix the computer."", write a conversation that might have happened.
","
M: Jessica, could you forward this e-mail to all the club members?

W: Sorry. The computer broke down this morning. I'll do it for you as soon as I have it fixed."
628,"Given the question ""What does the woman mean about Kari?"" and the answer ""She is honest but capable of making a mistake."", write a conversation that might have happened.
","
M: Do you think Kari took your earrings?

M: Yes, but I think it was a mistake. She'd never have taken them on purpose. She's just absent-minded."
629,"Given the question ""When is his mother's birthday?"" and the answer ""October 14th."", write a conversation that might have happened.
","
W: What day is it today, Tom?

M: It's Friday, October the 13th. Tomorrow is my mother's birthday."
630,"Given the question ""What is the probable relationship between the speakers?"" and the answer ""Employer and employee."", write a conversation that might have happened.
","
W: I've been thinking about how I could teach my children to be more loving.

M: It sounds like a job for you and your husband. How about if I give you some vacation time? You could take a family trip and talk more with your kids."
631,"Given the question ""When will the speakers arrive at the camp?"" and the answer ""On August 6th."", write a conversation that might have happened.
","
M: How long will we stay at the cam?

W: We'll stay there for one night. That is, we will leave the camp on August 7th."
632,"Given the question ""Where's the manager's office?"" and the answer ""The second floor"", write a conversation that might have happened.
","
F: Excuse me, where's the manager's office, please?

M: Upstairs on the second floor, third door on the right."
633,"Given the question ""What does the woman invite the man to do?"" and the answer ""Get something to eat."", write a conversation that might have happened.
","
W: What are you doing after class today?

M: Nothing special.

W: Do you want to come with me to get some ice cream?

M: I'd love to, but I'm actually on a diet. I'm going to the gym this afternoon."
634,"Given the question ""What's the man's purpose in meeting the woman?"" and the answer ""To apply for a job."", write a conversation that might have happened.
","
W: Take a seat, Mr. Brown. Could you tell me which position you think most appeals to you?

M: Well, as for me, I prefer to take the post of sales manager if you think I'm qualified."
